Exchange Date,Portfolio
2007-05-01,1323672.5591273366
2007-05-02,1326157.8764930198
2007-05-03,1328325.715551658
2007-05-04,1335276.215871157
2007-05-07,1338195.6071676512
2007-05-08,1335218.0205416698
2007-05-09,1333757.2582517876
2007-05-10,1327948.9893111836
2007-05-11,1328609.6740960507
2007-05-14,1327349.502840469
2007-05-15,1326383.9151232708
2007-05-16,1325690.536316565
2007-05-17,1320476.0163135065
2007-05-18,1319236.346150371
2007-05-21,1322170.1983933272
2007-05-22,1317726.7384584604
2007-05-23,1317383.454650518
2007-05-24,1311620.8919344111
2007-05-25,1312319.7788954526
2007-05-29,1314043.8241094456
2007-05-30,1313785.0444177398
2007-05-31,1318529.6661177557
2007-06-01,1320697.1907662412
2007-06-04,1324534.3104463245
2007-06-05,1320091.3438960277
2007-06-06,1317006.734730107
2007-06-07,1300075.4463184958
2007-06-08,1294798.0244662054
2007-06-11,1297008.992849335
2007-06-12,1284212.5036498613
2007-06-13,1292087.9118438682
2007-06-14,1293670.3616091937
2007-06-15,1301325.9623054373
2007-06-18,1304828.2813168291
2007-06-19,1310548.265291759
2007-06-20,1303479.1545273757
2007-06-21,1300231.4828232953
2007-06-22,1301463.3446072135
2007-06-25,1303770.8913816533
2007-06-26,1297629.1277414686
2007-06-27,1299550.4627986068
2007-06-28,1301528.4553943546
2007-06-29,1309761.106763743
2007-07-02,1318295.911864303
2007-07-03,1315620.8058981658
2007-07-05,1309118.60421051
2007-07-06,1308931.1903356502
2007-07-09,1314560.909124736
2007-07-10,1322370.3390423772
2007-07-11,1318691.8751600846
2007-07-12,1322220.352228065
2007-07-13,1325663.8861627057
2007-07-16,1329783.081341216
2007-07-17,1326523.0512746929
2007-07-18,1333048.371471344
2007-07-19,1335975.6943060982
2007-07-20,1341518.4149252705
2007-07-23,1341873.105835553
2007-07-24,1339329.552656276
2007-07-25,1337504.0437658667
2007-07-26,1332518.5833169299
2007-07-27,1324929.4906385867
2007-07-30,1337579.6673773853
2007-07-31,1332759.7773887785
2007-08-01,1329187.1979767631
2007-08-02,1331879.966223079
2007-08-03,1334925.6790319933
2007-08-06,1331130.435324582
2007-08-07,1332925.1852530804
2007-08-08,1330533.4720307358
2007-08-09,1322463.864156576
2007-08-10,1321613.0959733312
2007-08-13,1321940.1791063787
2007-08-14,1320335.501771416
2007-08-15,1311693.8199517862
2007-08-16,1306249.6614746067
2007-08-17,1305661.8988842855
